# sector size     filename
0000256E 00009700 \BG\THRFF03.IPD
00002581 00008900 \BG\THRFF04.IPD
00002593 0000A600 \BG\THRFF05.IPD
000025A8 00003B00 \BG\THRFF06.IPD
000025B0 00009900 \BG\THRFF08.IPD
000025C4 00003200 \BG\THRFFFA.IPD
000025CB 00004D00 \BG\THRFFFB.IPD
000025D5 00008F00 \BG\THRFFFD.IPD
000025E7 00008A00 \BG\THRFFFE.IPD
000025F9 00008800 \BG\THRFFFF.IPD
0000260A 00008100 \BG\THRWAY1.TIM
0000261B 00008100 \BG\THRWAY2B.TIM
0000262C 00008200 \BG\THRWAY2F.TIM
0000263D 00008200 \BG\THRWAY4A.TIM
0000264E 00008100 \BG\THRWAY4B.TIM
0000265F 00008100 \BG\THRWAY4C.TIM
00002670 00008200 \BG\THRWAY5A.TIM
00002681 00008100 \BG\THRWAY6A.TIM
00002692 00008200 \BG\THRWAY6B.TIM
000026A3 00009F00 \BG\THR_GLB.PLM
000026B7 00003B00 \CHARA\AR.ILM
000026BF 00004200 \CHARA\AR.TIM
000026C8 00003B00 \CHARA\BIG.ILM
000026D0 00004100 \CHARA\BIG.TIM
000026D9 00001300 \CHARA\BIRD.ILM
000026DC 00001200 \CHARA\BTFY.ILM
000026DF 00002100 \CHARA\BTFY.TIM
000026E4 00001A00 \CHARA\CAT.ILM
000026E8 00002100 \CHARA\CAT.TIM
000026ED 00002C00 \CHARA\CKN.ILM
000026F3 00002100 \CHARA\CKN.TIM
000026F8 00000F00 \CHARA\CLD1.ILM
000026FA 00002100 \CHARA\CLD1.TIM
000026FF 00001800 \CHARA\CLD2.ILM
00002702 00002100 \CHARA\CLD2.TIM
00002707 00001800 \CHARA\CLD3.ILM
0000270A 00002100 \CHARA\CLD3.TIM
0000270F 00001200 \CHARA\COC.ILM
00002712 00002100 \CHARA\COC.TIM
00002717 00002D00 \CHARA\DARIA.ILM
0000271D 00004200 \CHARA\DARIA.TIM
00002726 00001800 \CHARA\DEAD.ILM
00002729 00004100 \CHARA\DEAD.TIM
00002732 00001500 \CHARA\DOG.ILM
00002735 00002100 \CHARA\DOG.TIM
0000273A 00000E00 \CHARA\EI.ILM
0000273C 00003400 \CHARA\FAT.ILM
00002743 00002100 \CHARA\FAT.TIM
00002748 00001000 \CHARA\FRG.ILM
0000274A 00002100 \CHARA\FRG.TIM
0000274F 00003C00 \CHARA\HERO.ILM
00002757 00004200 \CHARA\HERO.TIM
00002760 00001700 \CHARA\JACK.ILM
00002763 00002100 \CHARA\JACK.TIM
00002768 00004200 \CHARA\KAU.TIM
00002771 00004100 \CHARA\KAU.ILM
0000277A 00003A00 \CHARA\LISA.ILM
00002782 00004200 \CHARA\LISA.TIM
0000278B 00001F00 \CHARA\MAN.ILM
0000278F 00001100 \CHARA\MKY.ILM
00002792 00002100 \CHARA\MKY.TIM
00002797 00008100 \CHARA\MOTH.TIM
000027A8 00003800 \CHARA\MTH.ILM
000027AF 00001000 \CHARA\OST.ILM
000027B1 00002100 \CHARA\OST.TIM
000027B6 00003D00 \CHARA\PRS.ILM
000027BE 00008700 \CHARA\PRS.TIM
000027CF 00003900 \CHARA\PRSD.ILM
000027D7 00008700 \CHARA\PRSD.TIM
000027E8 00002100 \CHARA\REBIRD.TIM
000027ED 00003A00 \CHARA\SIBYL.ILM
000027F5 00004200 \CHARA\SIBYL.TIM
000027FE 00001300 \CHARA\SLT.ILM
00002801 00002100 \CHARA\SLT.TIM
00002806 00001000 \CHARA\SNK.ILM
00002808 00002100 \CHARA\SNK.TIM
0000280D 00002700 \CHARA\SRL.ILM
00002812 00004200 \CHARA\SRL.TIM
0000281B 00002100 \CHARA\WORM.TIM
00002820 00002B00 \CHARA\WRM.ILM
00002826 00004000 \ITEM\HEROPIC2.TIM
0000282E 00000B00 \ITEM\ITEM000.TMD
00002830 0000BE00 \ITEM\ITEM001.TMD
00002848 0000FE00 \ITEM\ITEM002.TMD
00002868 00010600 \ITEM\ITEM100.TMD
00002889 00010600 \ITEM\ITEM101.TMD
000028AA 00010100 \ITEM\ITEM102.TMD
000028CB 00010100 \ITEM\ITEM103.TMD
000028EC 00010100 \ITEM\ITEM104.TMD
0000290D 0000C800 \ITEM\ITEM105.TMD
00002926 0000C800 \ITEM\ITEM106.TMD
0000293F 0000DE00 \ITEM\ITEM200.TMD
0000295B 0000D300 \ITEM\ITEM201.TMD
00002976 0000C800 \ITEM\ITEM202.TMD
0000298F 0000FE00 \ITEM\ITEM203.TMD
000029AF 0000FE00 \ITEM\ITEM204.TMD
000029CF 0000C800 \ITEM\ITEM300.TMD
000029E8 0000E900 \ITEM\ITEM301.TMD
00002A06 0000DE00 \ITEM\ITEM302.TMD
00002A22 00014900 \ITEM\ITEM303.TMD
00002A4C 00014900 \ITEM\ITEM304.TMD
00002A76 00014900 \ITEM\ITEM305.TMD
00002AA0 0000FE00 \ITEM\ITEM306.TMD
00002AC0 0000FE00 \ITEM\ITEM400.TMD
00002AE0 0000F300 \ITEM\ITEM401.TMD
00002AFF 0000F300 \ITEM\ITEM402.TMD
00002B1E 0000F300 \ITEM\ITEM403.TMD
00002B3D 0000F300 \ITEM\ITEM404.TMD
00002B5C 0000F300 \ITEM\ITEM405.TMD
00002B7B 0000FE00 \ITEM\ITEM406.TMD
00002B9B 0000FE00 \ITEM\ITEM500.TMD
00002BBB 00010900 \ITEM\ITEM501.TMD
00002BDD 00011400 \ITEM\ITEM502.TMD
00002C00 00011E00 \ITEM\ITEM503.TMD
00002C24 00010900 \ITEM\ITEM600.TMD
00002C46 00010900 \ITEM\ITEM601.TMD
00002C68 00010900 \ITEM\ITEM602.TMD
00002C8A 00010900 \ITEM\ITEM603.TMD
00002CAC 00010900 \ITEM\ITEM604.TMD
00002CCE 00010900 \ITEM\ITEM605.TMD
00002CF0 0000FE00 \ITEM\ITEM700.TMD
00002D10 00011E00 \ITEM\ITEM701.TMD
00002D34 00015500 \ITEM\ITEM702.TMD
00002D5F 00014700 \ITEM\ITEM703.TMD
00002D88 00010900 \ITEM\ITEM704.TMD
00002DAA 00009B00 \ITEM\ITEMT00.TMD
00002DBE 00009B00 \ITEM\ITEMX00.TMD
00002DD2 00000B00 \ITEM\ITEM_00.TMD
00002DD4 00008200 \ITEM\TIM000.TIM
00002DE5 00008200 \ITEM\TIM001.TIM
00002DF6 00000B00 \ITEM\UNQ00.TMD
00002DF8 00001900 \ITEM\UNQ10.TMD
00002DFC 00001B00 \ITEM\UNQ30.TMD
00002E00 00001800 \ITEM\UNQ31.TMD
00002E03 00001800 \ITEM\UNQ32.TMD
00002E06 00000B00 \ITEM\UNQ50.TMD
00002E08 00000F00 \ITEM\UNQ51.TMD
00002E0A 00001B00 \ITEM\UNQ58.TMD
00002E0E 00000700 \ITEM\UNQ60.TMD
00002E0F 00001900 \ITEM\UNQ70.TMD
00002E13 00000A00 \ITEM\UNQ71.TMD
00002E15 00004C00 \SND\B.KDT
00002E1F 0001CC00 \SND\B.VAB
00002E59 00001200 \SND\E.KDT
00002E5C 0000A500 \SND\E.VAB
00002E71 00000300 \SND\F.KDT
00002E72 00015400 \SND\F.VAB
00002E9D 00021000 \SND\FIRST.VAB
00002EDF 0002F800 \SND\JUTAKU.VAB
00002F3E 0002A000 \SND\SCH_A.VAB
00002F92 0001E500 \SND\SCH_B.VAB
00002FCF 00000900 \TEST\BLOOD.TIM
00002FD1 00000A00 \TEST\BTT_0000.IPD
00002FD3 00000A00 \TEST\BTT_00FF.IPD
00002FD5 00000A00 \TEST\BTT_FF00.IPD
00002FD7 00000A00 \TEST\BTT_FFFF.IPD
00002FD9 00000700 \TEST\C.TMD
00002FDA 00000400 \TEST\CUT.DMS
00002FDB 00002100 \TEST\DEV.TIM
00002FE0 00002100 \TEST\EI.TIM
00002FE5 00003E00 \TEST\GROUND00.CMP
00002FED 00008200 \TEST\GROUND00.TIM
00002FFE 00003A00 \TEST\GR_SUB00.CMP
00003006 00008500 \TEST\GR_SUB00.TIM
00003017 00000900 \TEST\LEAVES.TIM
00003019 00000300 \TEST\LIGHT.TIM
0000301A 00012F00 \TEST\MANDA3.TIM
00003040 00001100 \TEST\NIJI.TIM
00003043 00002100 \TEST\NINGEN.TIM
00003048 00001B00 \TEST\OB.TMD
0000304C 00003200 \TEST\PRS2.ILM
00003053 00003200 \TEST\PRS3.ILM
0000305A 00007B00 \TEST\RESIDENT.CMP
0000306A 00018700 \TEST\RESIDENT.TIM
0000309B 00005E00 \TEST\RMT0000.IPD
000030A7 00008200 \TEST\ROOM_TES.TIM
000030B8 00008300 \TEST\SEL_EVNT.CMP
000030C9 00018500 \TEST\SEL_EVNT.TIM
000030FA 00000500 \TEST\TEST2.DMS
000030FB 00007300 \TEST\TITLE.CMP
0000310A 00018900 \TEST\TITLE.TIM
0000313C 0000E200 \TEST\TOWN.TMD
00003159 00010300 \TEST\TOWN1.TIM
0000317A 00000900 \TEST\TST_ABR1.TIM
0000317C 00012F00 \TIM\ACID.TIM
000031A2 00012F00 \TIM\BALLHOLE.TIM
000031C8 00004200 \TIM\BG_ETC.TIM
000031D1 00012F00 \TIM\BIRIKO.TIM
000031F7 00008300 \TIM\BLD.TIM
00003208 00002100 \TIM\BLOOD.TIM
0000320D 00009700 \TIM\BRIGHT.TIM
00003220 00009700 \TIM\BRIGHTE.TIM
00003233 00012F00 \TIM\CLOCK.TIM
00003259 00012F00 \TIM\CLOCK12.TIM
0000327F 00012F00 \TIM\COMESOON.TIM
000032A5 00012F00 \TIM\COMING2.TIM
000032CB 00012F00 \TIM\CONTINUE.TIM
000032F1 00012F00 \TIM\DOOR_ABC.TIM
00003317 00012F00 \TIM\DOOR_ABX.TIM
0000333D 00012F00 \TIM\DOOR_AXC.TIM
00003363 00012F00 \TIM\DOOR_AXX.TIM
00003389 00012F00 \TIM\DOOR_XBC.TIM
000033AF 00012F00 \TIM\DOOR_XBX.TIM
000033D5 00012F00 \TIM\DOOR_XXC.TIM
000033FB 00012F00 \TIM\DOOR_XXX.TIM
00003421 00001100 \TIM\DR_WAVE.TIM
00003424 00012F00 \TIM\DUMMY.TIM
0000344A 00000D00 \TIM\EF.TIM
0000344C 00012F00 \TIM\ELEVATOR.TIM
00003472 00012F00 \TIM\ELEVAT_2.TIM
00003498 00002300 \TIM\FIRE.TIM
0000349D 00000900 \TIM\FLAME.TIM
0000349F 00000900 \TIM\FONT8.TIM
000034A1 00012F00 \TIM\GAMEOVER.TIM
000034C7 00000900 \TIM\GLASS.TIM
000034C9 00012F00 \TIM\GOLD1.TIM
000034EF 00012F00 \TIM\GOLD2.TIM
00003515 00012F00 \TIM\HAND.TIM
0000353B 00012F00 \TIM\HERO_PIC.TIM
00003561 00012F00 \TIM\HOLEKEY0.TIM
00003587 00012F00 \TIM\HOLEKEY1.TIM
000035AD 00012F00 \TIM\INKENNEL.TIM
000035D3 00012F00 \TIM\ITEM.TIM
000035F9 00012F00 \TIM\KIRI.TIM
0000361F 00012F00 \TIM\LIBRBOOK.TIM
00003645 00012F00 \TIM\LMONSTER.TIM
0000366B 00012F00 \TIM\LOCKER0.TIM
00003691 00012F00 \TIM\LOCKER1.TIM
000036B7 00012F00 \TIM\LVTRYMSG.TIM
000036DD 00002100 \TIM\MAPTEST.TIM
000036E2 00025B00 \TIM\MP_0TOWN.TIM
0000372E 00025B00 \TIM\MP_DRN1F.TIM
0000377A 00025B00 \TIM\MP_SCL1E.TIM
000037C6 00025B00 \TIM\MP_SCL1F.TIM
00003812 00025B00 \TIM\MP_SCL2E.TIM
0000385E 00025B00 \TIM\MP_SCL2F.TIM
000038AA 00004100 \TIM\MR_0TOWN.TIM
000038B3 00004100 \TIM\MR_SCL.TIM
000038BC 00000500 \TIM\MUSHI.TIM
000038BD 00012F00 \TIM\NURSE.TIM
000038E3 00012F00 \TIM\OPTION.TIM
00003909 00009700 \TIM\OP_BRIGH.TIM
0000391C 00009700 \TIM\OP_MENU.TIM
0000392F 00012F00 \TIM\PAMERA.TIM
00003955 00012F00 \TIM\PAPER1.TIM
0000397B 00012F00 \TIM\PAPER2.TIM
000039A1 00012F00 \TIM\PAPER3.TIM
000039C7 00012F00 \TIM\PIANO1.TIM
000039ED 00012F00 \TIM\PIANO2.TIM
00003A13 00012F00 \TIM\RECEPDR1.TIM
00003A39 00012F00 \TIM\RECEPDR2.TIM
00003A5F 00012F00 \TIM\RECEPPIC.TIM
00003A85 00012F00 \TIM\SAVELOAD.TIM
00003AAB 00009700 \TIM\SCENE2.TIM
00003ABE 00012F00 \TIM\SCORE.TIM
00003AE4 00012F00 \TIM\SHATVIAL.TIM
00003B0A 00012F00 \TIM\SILVER1.TIM
00003B30 00012F00 \TIM\SILVER2.TIM
00003B56 00012F00 \TIM\SKETCHBK.TIM
00003B7C 00012F00 \TIM\STILL.TIM
00003BA2 00012F00 \TIM\STKENNEL.TIM
00003BC8 00000500 \TIM\TEST_FLR.TIM
00003BC9 00025B00 \TIM\TITLE.TIM
00003C15 00025B00 \TIM\TITLE_E.TIM
00003C61 00012F00 \TIM\TOSCHOOL.TIM
00003C87 00002100 \TIM\WATER.TIM
00003C8C 00010000 \VIN\MAP0_S00.BIN
00003CAC 00012500 \VIN\MAP0_S01.BIN
00003CD1 00000100 \VIN\MAP0_S02.BIN
00003CD2 0000FC00 \VIN\MAP1_S00.BIN
00003CF2 00012800 \VIN\MAP1_S01.BIN
00003D17 00010600 \VIN\MAP1_S02.BIN
00003D38 0000FE00 \VIN\MAP1_S03.BIN
00003D58 0000BD00 \VIN\MAP1_S04.BIN
00003D70 00000100 \VIN\MAP1_S05.BIN
00003D71 00000100 \VIN\MAP1_S06.BIN
00003D72 00000100 \VIN\MAP2_S00.BIN
00003D73 00000100 \VIN\MAP2_S01.BIN
00003D74 00000100 \VIN\MAP2_S02.BIN
00003D75 00000100 \VIN\MAP2_S03.BIN
00003D76 00000100 \VIN\MAP2_S04.BIN
00003D77 00000100 \VIN\MAP3_S00.BIN
00003D78 00000100 \VIN\MAP3_S01.BIN
00003D79 00000100 \VIN\MAP3_S02.BIN
00003D7A 00000100 \VIN\MAP3_S03.BIN
00003D7B 00000100 \VIN\MAP3_S04.BIN
00003D7C 00000100 \VIN\MAP3_S05.BIN
00003D7D 00000100 \VIN\MAP4_S01.BIN
00003D7E 00000100 \VIN\MAP5_S00.BIN
00003D7F 00000100 \VIN\MAP5_S01.BIN
00003D80 00000100 \VIN\MAP5_S02.BIN
00003D81 00000100 \VIN\MAP5_S03.BIN
00003D82 00000100 \VIN\MAP6_S00.BIN
00003D83 00000100 \VIN\MAP6_S03.BIN
00003D84 00000100 \VIN\MAP6_S04.BIN
00003D85 00000100 \VIN\MAP6_S05.BIN
00003D86 00000100 \VIN\MAPT_S00.BIN
00003D87 00000100 \VIN\MAPX_S00.BIN
00003D88 00002F00 \VIN\OPTION.BIN
00003D8E 00012A00 \VIN\STREAM.BIN
00003DB4 00015900 \XA\OPENING
00004B60 00007300 \XA\VNS_MIST
00005030 0000FD00 \XA\WAKEUP
00005A3A 0003E700 \XA\Z2DEMO
