# sector size     filename
00002852 00008100 \BG\THRWAY4C.TIM
00002863 00008200 \BG\THRWAY5A.TIM
00002874 00008100 \BG\THRWAY6A.TIM
00002885 00008200 \BG\THRWAY6B.TIM
00002896 00009F00 \BG\THR_GLB.PLM
000028AA 00003B00 \CHARA\AR.ILM
000028B2 00004200 \CHARA\AR.TIM
000028BB 00003B00 \CHARA\BIG.ILM
000028C3 00004100 \CHARA\BIG.TIM
000028CC 00001300 \CHARA\BIRD.ILM
000028CF 00003000 \CHARA\BOS.ILM
000028D5 00008100 \CHARA\BOS.TIM
000028E6 00001200 \CHARA\BTFY.ILM
000028E9 00002100 \CHARA\BTFY.TIM
000028EE 00001A00 \CHARA\CAT.ILM
000028F2 00002100 \CHARA\CAT.TIM
000028F7 00002C00 \CHARA\CKN.ILM
000028FD 00002100 \CHARA\CKN.TIM
00002902 00000F00 \CHARA\CLD1.ILM
00002904 00002100 \CHARA\CLD1.TIM
00002909 00001800 \CHARA\CLD2.ILM
0000290C 00002100 \CHARA\CLD2.TIM
00002911 00001800 \CHARA\CLD3.ILM
00002914 00002100 \CHARA\CLD3.TIM
00002919 00001800 \CHARA\CLD4.ILM
0000291C 00002100 \CHARA\CLD4.TIM
00002921 00001200 \CHARA\COC.ILM
00002924 00002100 \CHARA\COC.TIM
00002929 00003600 \CHARA\DARIA.ILM
00002930 00004200 \CHARA\DARIA.TIM
00002939 00001800 \CHARA\DEAD.ILM
0000293C 00004100 \CHARA\DEAD.TIM
00002945 00002300 \CHARA\DOB.ILM
0000294A 00004100 \CHARA\DOB.TIM
00002953 00002200 \CHARA\DOC.ILM
00002958 00004100 \CHARA\DOC.TIM
00002961 00001500 \CHARA\DOG.ILM
00002964 00002100 \CHARA\DOG.TIM
00002969 00000E00 \CHARA\EI.ILM
0000296B 00003400 \CHARA\FAT.ILM
00002972 00002100 \CHARA\FAT.TIM
00002977 00001000 \CHARA\FRG.ILM
00002979 00002100 \CHARA\FRG.TIM
0000297E 00003900 \CHARA\HERO.ILM
00002986 00006200 \CHARA\HERO.TIM
00002993 00001700 \CHARA\JACK.ILM
00002996 00002100 \CHARA\JACK.TIM
0000299B 00003E00 \CHARA\KAU.ILM
000029A3 00004200 \CHARA\KAU.TIM
000029AC 00003A00 \CHARA\LISA.ILM
000029B4 00004200 \CHARA\LISA.TIM
000029BD 00001F00 \CHARA\MAN.ILM
000029C1 00001100 \CHARA\MKY.ILM
000029C4 00002100 \CHARA\MKY.TIM
000029C9 00008100 \CHARA\MOTH.TIM
000029DA 00003A00 \CHARA\MSB.ILM
000029E2 00004200 \CHARA\MSB.TIM
000029EB 00003800 \CHARA\MTH.ILM
000029F2 00001000 \CHARA\OST.ILM
000029F4 00002100 \CHARA\OST.TIM
000029F9 00003F00 \CHARA\PRS.ILM
00002A01 00008700 \CHARA\PRS.TIM
00002A12 00003900 \CHARA\PRSD.ILM
00002A1A 00008700 \CHARA\PRSD.TIM
00002A2B 00002100 \CHARA\REBIRD.TIM
00002A30 00003A00 \CHARA\SIBYL.ILM
00002A38 00004200 \CHARA\SIBYL.TIM
00002A41 00001300 \CHARA\SLT.ILM
00002A44 00002100 \CHARA\SLT.TIM
00002A49 00001000 \CHARA\SNK.ILM
00002A4B 00002100 \CHARA\SNK.TIM
00002A50 00003600 \CHARA\SRL.ILM
00002A57 00004200 \CHARA\SRL.TIM
00002A60 00003800 \CHARA\TAR.ILM
00002A67 00004200 \CHARA\TAR.TIM
00002A70 00002D00 \CHARA\TDRA.ILM
00002A76 00004200 \CHARA\TDRA.TIM
00002A7F 00002100 \CHARA\WORM.TIM
00002A84 00003600 \CHARA\WRM.ILM
00002A8B 00000400 \ITEM\AXE.PLM
00002A8C 00000500 \ITEM\HAMMER.PLM
00002A8D 00000200 \ITEM\HANDGUN.PLM
00002A8E 00004000 \ITEM\HEROPIC2.TIM
00002A96 00000400 \ITEM\IRONPIPE.PLM
00002A97 00001600 \ITEM\ITEM000.TMD
00002A9A 0000BE00 \ITEM\ITEM001.TMD
00002AB2 0001AE00 \ITEM\ITEM002.TMD
00002AE8 00010600 \ITEM\ITEM100.TMD
00002B09 00010600 \ITEM\ITEM101.TMD
00002B2A 00010100 \ITEM\ITEM102.TMD
00002B4B 00010100 \ITEM\ITEM103.TMD
00002B6C 00010100 \ITEM\ITEM104.TMD
00002B8D 0000EF00 \ITEM\ITEM105.TMD
00002BAB 0000D600 \ITEM\ITEM106.TMD
00002BC6 00000B00 \ITEM\ITEM_00.TMD
00002BC8 00000300 \ITEM\KNIFE.PLM
00002BC9 00000600 \ITEM\PHONE.PLM
00002BCA 00000500 \ITEM\PHONE.TIM
00002BCB 00000400 \ITEM\RIFLE.PLM
00002BCC 00000300 \ITEM\SHOTGUN.PLM
00002BCD 00008200 \ITEM\TIM000.TIM
00002BDE 00008200 \ITEM\TIM001.TIM
00002BEF 00000B00 \ITEM\UNQ00.TMD
00002BF1 00001900 \ITEM\UNQ10.TMD
00002BF5 00001B00 \ITEM\UNQ30.TMD
00002BF9 00001800 \ITEM\UNQ31.TMD
00002BFC 00001800 \ITEM\UNQ32.TMD
00002BFF 00000B00 \ITEM\UNQ50.TMD
00002C01 00000F00 \ITEM\UNQ51.TMD
00002C03 00001B00 \ITEM\UNQ58.TMD
00002C07 00000700 \ITEM\UNQ60.TMD
00002C08 00001900 \ITEM\UNQ70.TMD
00002C0C 00000A00 \ITEM\UNQ71.TMD
00002C0E 00008000 \MISC\DEMO00_0.DAT
00002C1E 00008000 \MISC\DEMO01_0.DAT
00002C2E 00008000 \MISC\DEMO02_0.DAT
00002C3E 00007F00 \MISC\DEMO03_0.DAT
00002C4E 00008000 \MISC\DEMO04_0.DAT
00002C5E 00008000 \MISC\DEMO05_0.DAT
00002C6E 00008000 \MISC\DEMO06_0.DAT
00002C7E 00008000 \MISC\DEMO07_0.DAT
00002C8E 00004C00 \SND\B.KDT
00002C98 0001CC00 \SND\B.VAB
00002CD2 00001000 \SND\C.KDT
00002CD4 00018100 \SND\C.VAB
00002D05 00001200 \SND\E.KDT
00002D08 0000A500 \SND\E.VAB
00002D1D 00000300 \SND\F.KDT
00002D1E 00015400 \SND\F.VAB
00002D49 00022B00 \SND\FAT.VAB
00002D8F 00021000 \SND\FIRST.VAB
00002DD1 00002400 \SND\FUEL.VAB
00002DD6 00001A00 \SND\G.KDT
00002DDA 00022900 \SND\G.VAB
00002E20 00000200 \SND\I.KDT
00002E21 0000F700 \SND\I.VAB
00002E40 00000800 \SND\J.KDT
00002E41 0001C200 \SND\J.VAB
00002E7A 00029A00 \SND\JUTAKU.VAB
00002ECE 00034600 \SND\JUTAKU_2.VAB
00002F37 00001800 \SND\M.KDT
00002F3A 0001A000 \SND\M.VAB
00002F6E 0001BC00 \SND\MAP106.VAB
00002FA6 00003600 \SND\PISTOL.VAB
00002FAD 00000100 \SND\Q.KDT
00002FAE 00018F00 \SND\Q.VAB
00002FE0 00000300 \SND\R.KDT
00002FE1 00003C00 \SND\R.VAB
00002FE9 00004E00 \SND\RIFEL.VAB
00002FF3 00034000 \SND\SCH_A.VAB
0000305B 0002D600 \SND\SCH_B.VAB
000030B6 00029200 \SND\SCH_B2.VAB
00003109 00005C00 \SND\SHOTGUN.VAB
00003115 00000A00 \SND\T2.KDT
00003117 0000F000 \SND\T2.VAB
00003135 00000B00 \SND\V.KDT
00003137 0000F800 \SND\V.VAB
00003156 00000000 \TIM\BALLHOLE.TIM
00003156 00004200 \TIM\BG_ETC.TIM
0000315F 00008300 \TIM\BLD.TIM
00003170 00002100 \TIM\BLOOD.TIM
00003175 00009700 \TIM\BRIGHT.TIM
00003188 00009700 \TIM\BRIGHTE.TIM
0000319B 00012F00 \TIM\CLOCK.TIM
000031C1 00012F00 \TIM\CLOCK12.TIM
000031E7 00012F00 \TIM\CLOCK5.TIM
0000320D 00012F00 \TIM\COMESOON.TIM
00003233 00012F00 \TIM\COMING2.TIM
00003259 00012F00 \TIM\CONTINUE.TIM
0000327F 00001100 \TIM\DR_WAVE.TIM
00003282 00012F00 \TIM\DUMMY.TIM
000032A8 00000D00 \TIM\EF.TIM
000032AA 00002300 \TIM\FIRE.TIM
000032AF 00000900 \TIM\FLAME.TIM
000032B1 00000900 \TIM\FONT8.TIM
000032B3 00000900 \TIM\GLASS.TIM
000032B5 00012F00 \TIM\GOLD1.TIM
000032DB 00012F00 \TIM\GOLD2.TIM
00003301 00018100 \TIM\GROUND.TIM
00003332 00012F00 \TIM\HAND.TIM
00003358 00012F00 \TIM\HERO_PIC.TIM
0000337E 00000000 \TIM\HOLEKEY0.TIM
0000337E 00000000 \TIM\LIBRBOOK.TIM
0000337E 00000000 \TIM\LMONSTER.TIM
0000337E 00000000 \TIM\LOCKER0.TIM
0000337E 00012F00 \TIM\LOCKER1.TIM
000033A4 00000000 \TIM\LVTRYMSG.TIM
000033A4 00025B00 \TIM\MP_0TOWN.TIM
000033F0 00025B00 \TIM\MP_SCL1F.TIM
0000343C 00025B00 \TIM\MP_SCL2F.TIM
00003488 00025B00 \TIM\MP_SCLBF.TIM
000034D4 00025B00 \TIM\MP_SCLRF.TIM
00003520 00004100 \TIM\MR_0TOWN.TIM
00003529 00004100 \TIM\MR_SCL.TIM
00003532 00000500 \TIM\MUSHI.TIM
00003533 00012F00 \TIM\PAPER1.TIM
00003559 00012F00 \TIM\PAPER2.TIM
0000357F 00012F00 \TIM\PAPER3.TIM
000035A5 00012F00 \TIM\PIANO1.TIM
000035CB 00012F00 \TIM\PIANO2.TIM
000035F1 00000000 \TIM\RECEPDR1.TIM
000035F1 00000000 \TIM\RECEPDR2.TIM
000035F1 00000000 \TIM\RECEPPIC.TIM
000035F1 00009700 \TIM\SCENE2.TIM
00003604 00012F00 \TIM\SCORE.TIM
0000362A 00012F00 \TIM\SILVER1.TIM
00003650 00012F00 \TIM\SILVER2.TIM
00003676 00025B00 \TIM\TITLE.TIM
000036C2 00025B00 \TIM\TITLE_E.TIM
0000370E 00002100 \TIM\WATER.TIM
00003713 0001B900 \VIN\MAP0_S00.BIN
0000374B 00017300 \VIN\MAP0_S01.BIN
0000377A 00000000 \VIN\MAP0_S02.BIN
0000377A 00019500 \VIN\MAP1_S00.BIN
000037AD 0001B000 \VIN\MAP1_S01.BIN
000037E3 0001BB00 \VIN\MAP1_S02.BIN
0000381B 0001C600 \VIN\MAP1_S03.BIN
00003854 00004400 \VIN\MAP1_S04.BIN
0000385D 00000000 \VIN\MAP1_S05.BIN
0000385D 00000000 \VIN\MAP1_S06.BIN
0000385D 00000000 \VIN\MAP2_S00.BIN
0000385D 00000000 \VIN\MAP2_S01.BIN
0000385D 00000000 \VIN\MAP2_S02.BIN
0000385D 00000000 \VIN\MAP2_S03.BIN
0000385D 00000000 \VIN\MAP2_S04.BIN
0000385D 00000000 \VIN\MAP3_S00.BIN
0000385D 00000000 \VIN\MAP3_S01.BIN
0000385D 00000000 \VIN\MAP3_S02.BIN
0000385D 00000000 \VIN\MAP3_S03.BIN
0000385D 00000000 \VIN\MAP3_S04.BIN
0000385D 00000000 \VIN\MAP3_S05.BIN
0000385D 00000000 \VIN\MAP3_S06.BIN
0000385D 00000000 \VIN\MAP4_S00.BIN
0000385D 00000000 \VIN\MAP4_S01.BIN
0000385D 00000000 \VIN\MAP4_S02.BIN
0000385D 00000000 \VIN\MAP4_S03.BIN
0000385D 00000000 \VIN\MAP4_S04.BIN
0000385D 00000000 \VIN\MAP4_S05.BIN
0000385D 00000000 \VIN\MAP4_S06.BIN
0000385D 00000000 \VIN\MAP5_S00.BIN
0000385D 00000000 \VIN\MAP5_S01.BIN
0000385D 00000000 \VIN\MAP5_S02.BIN
0000385D 00000000 \VIN\MAP5_S03.BIN
0000385D 00000000 \VIN\MAP6_S00.BIN
0000385D 00000000 \VIN\MAP6_S01.BIN
0000385D 00000000 \VIN\MAP6_S02.BIN
0000385D 00000000 \VIN\MAP6_S03.BIN
0000385D 00000000 \VIN\MAP6_S04.BIN
0000385D 00000000 \VIN\MAP6_S05.BIN
0000385D 00000000 \VIN\MAP7_S00.BIN
0000385D 00000000 \VIN\MAP7_S01.BIN
0000385D 00000000 \VIN\MAP7_S02.BIN
0000385D 00000000 \VIN\MAP7_S03.BIN
0000385D 00000000 \VIN\MAPT_S00.BIN
0000385D 00000000 \VIN\MAPX_S00.BIN
0000385D 00003500 \VIN\OPTION.BIN
00003864 00012A00 \VIN\STREAM.BIN
0000388A 00000000 \XA\05_02152
000040F2 00000000 \XA\10_01584
00004722 00015900 \XA\OP_03500
000054CE 00007300 \XA\VN_01232
0000599E 0000FD00 \XA\WK_02570
000063A8 0003E700 \XA\Z2_20672
