# sector size     filename
0000283D 00008200 \BG\THRWAY4A.TIM
0000284E 00008100 \BG\THRWAY4B.TIM
0000285F 00008100 \BG\THRWAY4C.TIM
00002870 00008200 \BG\THRWAY5A.TIM
00002881 00008100 \BG\THRWAY6A.TIM
00002892 00008200 \BG\THRWAY6B.TIM
000028A3 00009F00 \BG\THR_GLB.PLM
000028B7 00003B00 \CHARA\AR.ILM
000028BF 00004200 \CHARA\AR.TIM
000028C8 00003B00 \CHARA\BIG.ILM
000028D0 00004100 \CHARA\BIG.TIM
000028D9 00001300 \CHARA\BIRD.ILM
000028DC 00003000 \CHARA\BOS.ILM
000028E2 00008100 \CHARA\BOS.TIM
000028F3 00001200 \CHARA\BTFY.ILM
000028F6 00002100 \CHARA\BTFY.TIM
000028FB 00001A00 \CHARA\CAT.ILM
000028FF 00002100 \CHARA\CAT.TIM
00002904 00002C00 \CHARA\CKN.ILM
0000290A 00002100 \CHARA\CKN.TIM
0000290F 00000F00 \CHARA\CLD1.ILM
00002911 00002100 \CHARA\CLD1.TIM
00002916 00001800 \CHARA\CLD2.ILM
00002919 00002100 \CHARA\CLD2.TIM
0000291E 00001800 \CHARA\CLD3.ILM
00002921 00002100 \CHARA\CLD3.TIM
00002926 00001800 \CHARA\CLD4.ILM
00002929 00002100 \CHARA\CLD4.TIM
0000292E 00001200 \CHARA\COC.ILM
00002931 00002100 \CHARA\COC.TIM
00002936 00003600 \CHARA\DARIA.ILM
0000293D 00004200 \CHARA\DARIA.TIM
00002946 00001800 \CHARA\DEAD.ILM
00002949 00004100 \CHARA\DEAD.TIM
00002952 00002300 \CHARA\DOB.ILM
00002957 00004100 \CHARA\DOB.TIM
00002960 00002200 \CHARA\DOC.ILM
00002965 00004100 \CHARA\DOC.TIM
0000296E 00001500 \CHARA\DOG.ILM
00002971 00002100 \CHARA\DOG.TIM
00002976 00000E00 \CHARA\EI.ILM
00002978 00003400 \CHARA\FAT.ILM
0000297F 00002100 \CHARA\FAT.TIM
00002984 00001000 \CHARA\FRG.ILM
00002986 00002100 \CHARA\FRG.TIM
0000298B 00003900 \CHARA\HERO.ILM
00002993 00006200 \CHARA\HERO.TIM
000029A0 00001700 \CHARA\JACK.ILM
000029A3 00002100 \CHARA\JACK.TIM
000029A8 00004200 \CHARA\KAU.TIM
000029B1 00003E00 \CHARA\KAU.ILM
000029B9 00003A00 \CHARA\LISA.ILM
000029C1 00004200 \CHARA\LISA.TIM
000029CA 00001F00 \CHARA\MAN.ILM
000029CE 00001100 \CHARA\MKY.ILM
000029D1 00002100 \CHARA\MKY.TIM
000029D6 00008100 \CHARA\MOTH.TIM
000029E7 00003A00 \CHARA\MSB.ILM
000029EF 00004200 \CHARA\MSB.TIM
000029F8 00003800 \CHARA\MTH.ILM
000029FF 00001000 \CHARA\OST.ILM
00002A01 00002100 \CHARA\OST.TIM
00002A06 00003F00 \CHARA\PRS.ILM
00002A0E 00008700 \CHARA\PRS.TIM
00002A1F 00003900 \CHARA\PRSD.ILM
00002A27 00008700 \CHARA\PRSD.TIM
00002A38 00002100 \CHARA\REBIRD.TIM
00002A3D 00003A00 \CHARA\SIBYL.ILM
00002A45 00004200 \CHARA\SIBYL.TIM
00002A4E 00001300 \CHARA\SLT.ILM
00002A51 00002100 \CHARA\SLT.TIM
00002A56 00001000 \CHARA\SNK.ILM
00002A58 00002100 \CHARA\SNK.TIM
00002A5D 00003600 \CHARA\SRL.ILM
00002A64 00004200 \CHARA\SRL.TIM
00002A6D 00003800 \CHARA\TAR.ILM
00002A74 00004200 \CHARA\TAR.TIM
00002A7D 00002D00 \CHARA\TDRA.ILM
00002A83 00004200 \CHARA\TDRA.TIM
00002A8C 00002100 \CHARA\WORM.TIM
00002A91 00003600 \CHARA\WRM.ILM
00002A98 00000400 \ITEM\AXE.PLM
00002A99 00000500 \ITEM\HAMMER.PLM
00002A9A 00000200 \ITEM\HANDGUN.PLM
00002A9B 00004000 \ITEM\HEROPIC2.TIM
00002AA3 00000400 \ITEM\IRONPIPE.PLM
00002AA4 00001600 \ITEM\ITEM000.TMD
00002AA7 0000BE00 \ITEM\ITEM001.TMD
00002ABF 0001AE00 \ITEM\ITEM002.TMD
00002AF5 00010600 \ITEM\ITEM100.TMD
00002B16 00010600 \ITEM\ITEM101.TMD
00002B37 00010100 \ITEM\ITEM102.TMD
00002B58 00010100 \ITEM\ITEM103.TMD
00002B79 00010100 \ITEM\ITEM104.TMD
00002B9A 0000EF00 \ITEM\ITEM105.TMD
00002BB8 0000D600 \ITEM\ITEM106.TMD
00002BD3 00000B00 \ITEM\ITEM_00.TMD
00002BD5 00000300 \ITEM\KNIFE.PLM
00002BD6 00000600 \ITEM\PHONE.PLM
00002BD7 00000500 \ITEM\PHONE.TIM
00002BD8 00000400 \ITEM\RIFLE.PLM
00002BD9 00000300 \ITEM\SHOTGUN.PLM
00002BDA 00008200 \ITEM\TIM000.TIM
00002BEB 00008200 \ITEM\TIM001.TIM
00002BFC 00000B00 \ITEM\UNQ00.TMD
00002BFE 00001900 \ITEM\UNQ10.TMD
00002C02 00001B00 \ITEM\UNQ30.TMD
00002C06 00001800 \ITEM\UNQ31.TMD
00002C09 00001800 \ITEM\UNQ32.TMD
00002C0C 00000B00 \ITEM\UNQ50.TMD
00002C0E 00000F00 \ITEM\UNQ51.TMD
00002C10 00001B00 \ITEM\UNQ58.TMD
00002C14 00000700 \ITEM\UNQ60.TMD
00002C15 00001900 \ITEM\UNQ70.TMD
00002C19 00000A00 \ITEM\UNQ71.TMD
00002C1B 00008000 \MISC\DEMO00_0.DAT
00002C2B 00008000 \MISC\DEMO01_0.DAT
00002C3B 00008000 \MISC\DEMO02_0.DAT
00002C4B 00007F00 \MISC\DEMO03_0.DAT
00002C5B 00008000 \MISC\DEMO04_0.DAT
00002C6B 00008000 \MISC\DEMO05_0.DAT
00002C7B 00008000 \MISC\DEMO06_0.DAT
00002C8B 00008000 \MISC\DEMO07_0.DAT
00002C9B 00004C00 \SND\B.KDT
00002CA5 0001CC00 \SND\B.VAB
00002CDF 00001000 \SND\C.KDT
00002CE1 00018100 \SND\C.VAB
00002D12 00001200 \SND\E.KDT
00002D15 0000A500 \SND\E.VAB
00002D2A 00000300 \SND\F.KDT
00002D2B 00015400 \SND\F.VAB
00002D56 00022B00 \SND\FAT.VAB
00002D9C 00021000 \SND\FIRST.VAB
00002DDE 00002400 \SND\FUEL.VAB
00002DE3 00001A00 \SND\G.KDT
00002DE7 00022900 \SND\G.VAB
00002E2D 00000200 \SND\I.KDT
00002E2E 0000F700 \SND\I.VAB
00002E4D 00000800 \SND\J.KDT
00002E4E 0001C200 \SND\J.VAB
00002E87 00029A00 \SND\JUTAKU.VAB
00002EDB 00034600 \SND\JUTAKU_2.VAB
00002F44 00001800 \SND\M.KDT
00002F47 0001A000 \SND\M.VAB
00002F7B 0001BC00 \SND\MAP106.VAB
00002FB3 00003600 \SND\PISTOL.VAB
00002FBA 00000100 \SND\Q.KDT
00002FBB 00018F00 \SND\Q.VAB
00002FED 00000300 \SND\R.KDT
00002FEE 00003C00 \SND\R.VAB
00002FF6 00004E00 \SND\RIFEL.VAB
00003000 00034000 \SND\SCH_A.VAB
00003068 0002D600 \SND\SCH_B.VAB
000030C3 00029200 \SND\SCH_B2.VAB
00003116 00005C00 \SND\SHOTGUN.VAB
00003122 00000A00 \SND\T2.KDT
00003124 0000F000 \SND\T2.VAB
00003142 00000B00 \SND\V.KDT
00003144 0000F800 \SND\V.VAB
00003163 00000000 \TIM\BALLHOLE.TIM
00003163 00004200 \TIM\BG_ETC.TIM
0000316C 00008300 \TIM\BLD.TIM
0000317D 00002100 \TIM\BLOOD.TIM
00003182 00009700 \TIM\BRIGHT.TIM
00003195 00009700 \TIM\BRIGHTE.TIM
000031A8 00012F00 \TIM\CLOCK.TIM
000031CE 00012F00 \TIM\CLOCK12.TIM
000031F4 00012F00 \TIM\CLOCK5.TIM
0000321A 00012F00 \TIM\COMESOON.TIM
00003240 00012F00 \TIM\COMING2.TIM
00003266 00012F00 \TIM\CONTINUE.TIM
0000328C 00001100 \TIM\DR_WAVE.TIM
0000328F 00012F00 \TIM\DUMMY.TIM
000032B5 00000D00 \TIM\EF.TIM
000032B7 00002300 \TIM\FIRE.TIM
000032BC 00000900 \TIM\FLAME.TIM
000032BE 00000900 \TIM\FONT8.TIM
000032C0 00000900 \TIM\GLASS.TIM
000032C2 00012F00 \TIM\GOLD1.TIM
000032E8 00012F00 \TIM\GOLD2.TIM
0000330E 00018100 \TIM\GROUND.TIM
0000333F 00012F00 \TIM\HAND.TIM
00003365 00012F00 \TIM\HERO_PIC.TIM
0000338B 00000000 \TIM\HOLEKEY0.TIM
0000338B 00000000 \TIM\LIBRBOOK.TIM
0000338B 00000000 \TIM\LMONSTER.TIM
0000338B 00000000 \TIM\LOCKER0.TIM
0000338B 00012F00 \TIM\LOCKER1.TIM
000033B1 00000000 \TIM\LVTRYMSG.TIM
000033B1 00025B00 \TIM\MP_0TOWN.TIM
000033FD 00025B00 \TIM\MP_SCL1F.TIM
00003449 00025B00 \TIM\MP_SCL2F.TIM
00003495 00025B00 \TIM\MP_SCLBF.TIM
000034E1 00025B00 \TIM\MP_SCLRF.TIM
0000352D 00004100 \TIM\MR_0TOWN.TIM
00003536 00004100 \TIM\MR_SCL.TIM
0000353F 00000500 \TIM\MUSHI.TIM
00003540 00012F00 \TIM\PAPER1.TIM
00003566 00012F00 \TIM\PAPER2.TIM
0000358C 00012F00 \TIM\PAPER3.TIM
000035B2 00012F00 \TIM\PIANO1.TIM
000035D8 00012F00 \TIM\PIANO2.TIM
000035FE 00000000 \TIM\RECEPDR1.TIM
000035FE 00000000 \TIM\RECEPDR2.TIM
000035FE 00000000 \TIM\RECEPPIC.TIM
000035FE 00009700 \TIM\SCENE2.TIM
00003611 00012F00 \TIM\SCORE.TIM
00003637 00012F00 \TIM\SILVER1.TIM
0000365D 00012F00 \TIM\SILVER2.TIM
00003683 00025B00 \TIM\TITLE.TIM
000036CF 00025B00 \TIM\TITLE_E.TIM
0000371B 00002100 \TIM\WATER.TIM
00003720 0001B900 \VIN\MAP0_S00.BIN
00003758 00017300 \VIN\MAP0_S01.BIN
00003787 00000000 \VIN\MAP0_S02.BIN
00003787 00019500 \VIN\MAP1_S00.BIN
000037BA 0001B000 \VIN\MAP1_S01.BIN
000037F0 0001BB00 \VIN\MAP1_S02.BIN
00003828 0001C700 \VIN\MAP1_S03.BIN
00003861 00004400 \VIN\MAP1_S04.BIN
0000386A 00000000 \VIN\MAP1_S05.BIN
0000386A 00000000 \VIN\MAP1_S06.BIN
0000386A 00000000 \VIN\MAP2_S00.BIN
0000386A 00000000 \VIN\MAP2_S01.BIN
0000386A 00000000 \VIN\MAP2_S02.BIN
0000386A 00000000 \VIN\MAP2_S03.BIN
0000386A 00000000 \VIN\MAP2_S04.BIN
0000386A 00000000 \VIN\MAP3_S00.BIN
0000386A 00000000 \VIN\MAP3_S01.BIN
0000386A 00000000 \VIN\MAP3_S02.BIN
0000386A 00000000 \VIN\MAP3_S03.BIN
0000386A 00000000 \VIN\MAP3_S04.BIN
0000386A 00000000 \VIN\MAP3_S05.BIN
0000386A 00000000 \VIN\MAP3_S06.BIN
0000386A 00000000 \VIN\MAP4_S00.BIN
0000386A 00000000 \VIN\MAP4_S01.BIN
0000386A 00000000 \VIN\MAP4_S02.BIN
0000386A 00000000 \VIN\MAP4_S03.BIN
0000386A 00000000 \VIN\MAP4_S04.BIN
0000386A 00000000 \VIN\MAP4_S05.BIN
0000386A 00000000 \VIN\MAP4_S06.BIN
0000386A 00000000 \VIN\MAP5_S00.BIN
0000386A 00000000 \VIN\MAP5_S01.BIN
0000386A 00000000 \VIN\MAP5_S02.BIN
0000386A 00000000 \VIN\MAP5_S03.BIN
0000386A 00000000 \VIN\MAP6_S00.BIN
0000386A 00000000 \VIN\MAP6_S01.BIN
0000386A 00000000 \VIN\MAP6_S02.BIN
0000386A 00000000 \VIN\MAP6_S03.BIN
0000386A 00000000 \VIN\MAP6_S04.BIN
0000386A 00000000 \VIN\MAP6_S05.BIN
0000386A 00000000 \VIN\MAP7_S00.BIN
0000386A 00000000 \VIN\MAP7_S01.BIN
0000386A 00000000 \VIN\MAP7_S02.BIN
0000386A 00000000 \VIN\MAP7_S03.BIN
0000386A 00000000 \VIN\MAPT_S00.BIN
0000386A 00000000 \VIN\MAPX_S00.BIN
0000386A 00003500 \VIN\OPTION.BIN
00003871 00012A00 \VIN\STREAM.BIN
00003897 00000000 \XA\05_02152
000040FF 00000000 \XA\10_01584
0000472F 00015900 \XA\OP_03500
000054DB 00007300 \XA\VN_01232
000059AB 0000FD00 \XA\WK_02570
000063B5 000BB700 \XA\Z2_20672
